Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Northern Mariana Islands,US,2020-05-28 02:32:37,15.0979,145.6739,22,2,13.0,7.0,69,39.895546206296245,5200.0,,9.090909090909092,580,MNP,9429.856376033656,
Ohio,US,2020-05-28 02:32:37,40.3888,-82.7649,33439,2044,,31395.0,39,286.0699283948294,349725.0,5700.0,6.112622985137116,84000039,USA,2991.8898803158504,17.045964293190586
Oklahoma,US,2020-05-28 02:32:37,35.5653,-96.9289,6229,322,5135.0,772.0,40,157.4183889646904,178638.0,941.0,5.169369080109167,84000040,USA,4514.513753070215,15.106758709263124
Oregon,US,2020-05-28 02:32:37,44.572,-122.0709,4038,148,1795.0,2095.0,41,95.7385441529427,116992.0,759.0,3.6651807825656255,84000041,USA,2773.8097467907555,18.796433878157504
Pennsylvania,US,2020-05-28 02:32:37,40.5908,-77.2098,73557,5265,43038.0,25254.0,42,574.5747789659872,419407.0,,7.157714425547535,84000042,USA,3276.108111013062,
Puerto Rico,US,2020-05-28 02:32:37,18.2208,-66.5901,3397,129,,3268.0,72,115.80387044693407,3397.0,,3.79746835443038,630,PRI,115.80387044693407,
Rhode Island,US,2020-05-28 02:32:37,41.6809,-71.5118,14353,655,1175.0,12523.0,44,1354.8733623382398,138383.0,1624.0,4.563505887270955,84000044,USA,13062.874695217211,11.314707726607676
South Carolina,US,2020-05-28 02:32:37,33.8569,-80.945,10623,466,6102.0,4055.0,45,206.3233654073619,175683.0,1618.0,4.386708086227996,84000045,USA,3412.1724376222883,15.231102325143555
South Dakota,US,2020-05-28 02:32:37,44.2998,-99.4388,4710,54,3619.0,1037.0,46,532.4085325532211,38006.0,391.0,1.1464968152866242,84000046,USA,4296.118617455992,8.301486199575372
Tennessee,US,2020-05-28 02:32:37,35.7478,-86.6923,21285,353,13916.0,7016.0,47,311.6775176617261,409630.0,1647.0,1.6584449142588678,84000047,USA,5998.2363899352995,7.73784355179704
Texas,US,2020-05-28 02:32:37,31.0545,-97.5635,58542,1581,37626.0,19335.0,48,201.89764194438516,855674.0,,2.700625192169724,84000048,USA,2951.019146478081,
Utah,US,2020-05-28 02:32:37,40.15,-111.8624,8706,105,5499.0,3102.0,49,271.5568950061105,200626.0,716.0,1.206064782908339,84000049,USA,6257.911051860318,8.224213186308294
Vermont,US,2020-05-28 02:32:37,44.0459,-72.7107,971,54,849.0,68.0,50,155.611717514251,30999.0,,5.561277033985583,84000050,USA,4967.876036276281,
Virgin Islands,US,2020-05-28 02:32:37,18.3358,-64.8963,69,6,61.0,2.0,78,64.32486855352947,1511.0,,8.695652173913043,850,VIR,1408.6213968751165,
Virginia,US,2020-05-28 02:32:37,37.7693,-78.17,40249,1281,5367.0,33601.0,51,471.54719004198813,277047.0,6826.0,3.182687768640214,84000051,USA,3245.813171993408,16.959427563417727
Washington,US,2020-05-28 02:32:37,47.4009,-121.4905,20406,1095,,19311.0,53,267.9748750245079,332791.0,3338.0,5.366068803293148,84000053,USA,4370.264953164805,16.357933940997743
West Virginia,US,2020-05-28 02:32:37,38.4912,-80.9545,1899,74,1191.0,634.0,54,105.96228992376184,88461.0,,3.896787783043707,84000054,USA,4936.03482303628,
Wisconsin,US,2020-05-28 02:32:37,44.2685,-89.6165,16462,539,9846.0,6077.0,55,282.73399063003546,227067.0,2411.0,3.2742072652168632,84000055,USA,3899.863871363763,14.645851050905115
Wyoming,US,2020-05-28 02:32:37,42.756,-107.3025,860,14,607.0,239.0,56,148.59380156507285,21502.0,82.0,1.627906976744186,84000056,USA,3715.190606107205,9.534883720930234
Alabama,US,2020-05-29 02:32:58,32.3182,-86.9023,16530,591,9355.0,6584.0,1,337.12780570180405,200481.0,1765.0,3.5753176043557167,84000001,USA,4088.791265269412,10.677555958862676
Alaska,US,2020-05-29 02:32:58,61.3707,-152.4044,424,10,366.0,48.0,2,57.95952402107868,47970.0,,2.358490566037736,84000002,USA,6557.354639837604,
American Samoa,US,2020-05-29 02:32:58,-14.271,-170.132,0,0,,0.0,60,0.0,174.0,,,16,ASM,312.7190381193724,
Arizona,US,2020-05-29 02:32:58,33.7298,-111.4312,17877,860,4452.0,12565.0,4,245.60647158008754,202914.0,2848.0,4.8106505565810815,84000004,USA,2787.7715262181514,15.931084633887114
Arkansas,US,2020-05-29 02:32:58,34.9697,-92.3731,6538,125,4583.0,1830.0,5,216.64760203114585,118902.0,640.0,1.9118996635056595,84000005,USA,3940.017310600688,9.788926277148976
California,US,2020-05-29 02:32:58,36.1162,-119.6816,103813,3993,,99820.0,6,262.7364195631311,1790559.0,,3.8463390904799977,84000006,USA,4531.658469329857,
Colorado,US,2020-05-29 02:32:58,39.0598,-105.3111,25107,1421,3783.0,19903.0,8,435.9810902948147,163123.0,4196.0,5.659776158043574,84000008,USA,2832.6181300896587,16.71247062572191
Connecticut,US,2020-05-29 02:32:58,41.5978,-72.7554,41559,3826,7127.0,30606.0,9,1165.6565095601,235525.0,12538.0,9.206188791838107,84000009,USA,6606.060045095948,30.16915710195144
Delaware,US,2020-05-29 02:32:58,39.3185,-75.5071,9171,345,5010.0,3816.0,10,941.8093090317572,56801.0,,3.7618580307491,84000010,USA,5833.138214187421,
Diamond Princess,US,2020-05-29 02:32:58,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-29 02:32:58,38.8974,-77.0268,8492,453,1082.0,6957.0,11,1203.260649324335,43514.0,,5.334432406971267,84000011,USA,6165.648127025331,
Florida,US,2020-05-29 02:32:58,27.7663,-81.6868,53285,2364,,50921.0,12,248.09410786620583,951616.0,10056.0,4.4365205967908405,84000012,USA,4430.708877755605,18.87210284320165
Georgia,US,2020-05-29 02:32:58,33.0406,-83.6431,45266,1973,,43293.0,13,426.33697461238944,444646.0,7767.0,4.358679803826272,84000013,USA,4187.890036970363,17.158573763972964
Grand Princess,US,2020-05-29 02:32:58,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-29 02:32:58,13.4443,144.7937,171,5,143.0,23.0,66,104.1229015581901,5962.0,,2.9239766081871346,316,GUM,3630.296719824148,
Hawaii,US,2020-05-29 02:32:58,21.0943,-157.4983,647,17,600.0,30.0,15,45.69622112733354,51839.0,83.0,2.627511591962905,84000015,USA,3661.2772906025402,12.828438948995366
Idaho,US,2020-05-29 02:32:58,44.2405,-114.4788,2770,82,2185.0,503.0,16,155.00275591542558,43875.0,234.0,2.96028880866426,84000016,USA,2455.142929887833,8.447653429602887
Illinois,US,2020-05-29 02:32:58,40.3495,-88.9861,115833,5186,,110647.0,17,914.0990864691032,829966.0,,4.477135186000536,84000017,USA,6549.697947911353,
Indiana,US,2020-05-29 02:32:58,39.8494,-86.2583,33068,2068,,31000.0,18,491.19020043762686,242287.0,5285.0,6.25378008951252,84000018,USA,3598.917385189044,15.982218458933108
Iowa,US,2020-05-29 02:32:58,42.0115,-93.2105,18586,506,10359.0,7721.0,19,589.0836019486097,142933.0,,2.722479285483697,84000019,USA,4530.263987803757,
Kansas,US,2020-05-29 02:32:58,38.5266,-96.7265,9371,214,534.0,8623.0,20,321.6611734952017,84488.0,822.0,2.2836410201686053,84000020,USA,2900.065011873077,8.771742610180342
Kentucky,US,2020-05-29 02:32:58,37.6681,-84.6701,9185,409,3124.0,5652.0,21,205.5880096864744,182101.0,2142.0,4.4529123571039735,84000021,USA,4075.9697498003993,23.32063146434404
Louisiana,US,2020-05-29 02:32:58,31.1695,-91.8678,38802,2741,28700.0,7361.0,22,834.6680881105939,393829.0,,7.064068862429773,84000022,USA,8471.638020527476,
Maine,US,2020-05-29 02:32:58,44.6939,-69.3819,2189,84,1402.0,703.0,23,162.84633673855018,45669.0,264.0,3.837368661489264,84000023,USA,3397.4551633224523,12.06030150753769
Maryland,US,2020-05-29 02:32:58,39.0639,-76.8021,49709,2428,3468.0,43813.0,24,822.2234719667598,274858.0,8392.0,4.884427367277556,84000024,USA,4546.353760040227,16.882254722484866
Massachusetts,US,2020-05-29 02:32:58,42.2302,-71.5301,94895,6640,,88255.0,25,1376.7857627337994,562323.0,9618.0,6.997207439801887,84000025,USA,8158.473053983437,10.135412824700985
Michigan,US,2020-05-29 02:32:58,43.3266,-84.5361,56014,5372,33168.0,17474.0,26,560.8771608525085,504458.0,,9.590459527975147,84000026,USA,5051.21881689104,
Minnesota,US,2020-05-29 02:32:58,45.6945,-93.9002,22947,977,16655.0,5315.0,27,406.88825086459536,225208.0,2880.0,4.25763716389942,84000027,USA,3993.310201800401,12.550660217021832
Mississippi,US,2020-05-29 02:32:58,32.7416,-89.6787,14372,693,9401.0,4278.0,28,482.90592977703733,156497.0,2147.0,4.82187586974673,84000028,USA,5258.37248067889,14.938769830225437
Missouri,US,2020-05-29 02:32:58,38.4561,-92.2884,12981,708,,12273.0,29,211.50553619529225,171067.0,,5.4541252599953784,84000029,USA,2787.2750604976545,
Montana,US,2020-05-29 02:32:58,46.9219,-110.4544,485,17,445.0,23.0,30,45.37892808422329,36793.0,66.0,3.5051546391752577,84000030,USA,3442.5296927893346,13.608247422680412
Nebraska,US,2020-05-29 02:32:58,41.1254,-98.2681,13249,163,,13086.0,31,684.9123866319825,92980.0,,1.2302815306815609,84000031,USA,4806.63851679687,
Nevada,US,2020-05-29 02:32:58,38.3135,-117.0554,8248,406,406.0,7436.0,32,267.7786449777219,131190.0,,4.9224054316197865,84000032,USA,4259.199858708455,
New Hampshire,US,2020-05-29 02:32:58,43.4525,-71.5639,4389,232,2691.0,1466.0,33,322.78918093624304,65596.0,426.0,5.285942128047392,84000033,USA,4824.260449463158,9.706083390293916
New Jersey,US,2020-05-29 02:32:58,40.2989,-74.521,157185,11409,25804.0,119972.0,34,1769.6649137206027,685857.0,16778.0,7.258326176161847,84000034,USA,7721.710524093721,10.674046505709832
New Mexico,US,2020-05-29 02:32:58,34.8405,-106.2485,7364,335,2638.0,4391.0,35,351.19697409755395,179543.0,1282.0,4.549158066268332,84000035,USA,8562.596186908899,17.409016838674635
New York,US,2020-05-29 02:32:58,42.1657,-74.9481,366733,29529,64954.0,272250.0,36,1885.171563190924,1876789.0,78043.0,8.05190697319303,84000036,USA,9647.534453974775,21.280604690605973
North Carolina,US,2020-05-29 02:32:58,35.6301,-79.8064,25800,876,14954.0,9970.0,37,245.99345314167962,375192.0,,3.3953488372093017,84000037,USA,3577.316886478026,
North Dakota,US,2020-05-29 02:32:58,47.5289,-99.784,2481,57,1793.0,631.0,38,325.5640617167632,68254.0,161.0,2.2974607013301087,84000038,USA,8956.489104561046,6.48931882305522
Northern Mariana Islands,US,2020-05-29 02:32:58,15.0979,145.6739,22,2,13.0,7.0,69,39.895546206296245,5423.0,,9.090909090909092,580,MNP,9834.252139852024,
Ohio,US,2020-05-29 02:32:58,40.3888,-82.7649,33915,2098,,31817.0,39,290.142098194044,360012.0,5811.0,6.186053368715907,84000039,USA,3079.894944863163,17.134011499336573
Oklahoma,US,2020-05-29 02:32:58,35.5653,-96.9289,6273,325,5236.0,712.0,40,158.530350614144,182406.0,975.0,5.1809341622827985,84000040,USA,4609.738105232513,15.542802486848398
Oregon,US,2020-05-29 02:32:58,44.572,-122.0709,4086,151,1981.0,1954.0,41,96.87659519785136,119647.0,768.0,3.695545766030348,84000041,USA,2836.758195212267,18.79588839941263
Pennsylvania,US,2020-05-29 02:32:58,40.5908,-77.2098,74220,5373,44826.0,24021.0,42,579.7536617161599,427846.0,,7.239288601455133,84000042,USA,3342.027555249423,
Puerto Rico,US,2020-05-29 02:32:58,18.2208,-66.5901,3486,131,,3355.0,72,118.83788412658586,3486.0,,3.7578886976477337,630,PRI,118.83788412658586,
Rhode Island,US,2020-05-29 02:32:58,41.6809,-71.5118,14494,677,1186.0,12631.0,44,1368.1832727464953,140365.0,1639.0,4.670898302745964,84000044,USA,13249.968613154531,11.30812750103491
South Carolina,US,2020-05-29 02:32:58,33.8569,-80.945,10788,470,6102.0,4216.0,45,209.5280491400377,182249.0,1618.0,4.35669262143122,84000045,USA,3539.6994278571306,14.9981460882462
South Dakota,US,2020-05-29 02:32:58,44.2998,-99.4388,4793,54,3698.0,1041.0,46,541.7906786682778,39026.0,406.0,1.1266430210723972,84000046,USA,4411.417280556689,8.470686417692468
Tennessee,US,2020-05-29 02:32:58,35.7478,-86.6923,21679,356,14632.0,6691.0,47,317.4468830344636,415989.0,1689.0,1.6421421652290236,84000047,USA,6091.35160416179,7.790949767055676
Texas,US,2020-05-29 02:32:58,31.0545,-97.5635,60395,1611,38905.0,19879.0,48,208.28820479708824,873218.0,,2.6674393575627118,84000048,USA,3011.52429201927,
Utah,US,2020-05-29 02:32:58,40.15,-111.8624,8921,106,5623.0,3192.0,49,278.26315878124416,203507.0,734.0,1.1882076000448378,84000049,USA,6347.77498644711,8.227777155027464
Vermont,US,2020-05-29 02:32:58,44.0459,-72.7107,974,55,855.0,64.0,50,156.09249522026832,31152.0,,5.646817248459959,84000050,USA,4992.395699283161,
Virgin Islands,US,2020-05-29 02:32:58,18.3358,-64.8963,69,6,61.0,2.0,78,64.32486855352947,1686.0,,8.695652173913043,850,VIR,1571.7641794384162,
Virginia,US,2020-05-29 02:32:58,37.7693,-78.17,41401,1338,5472.0,34591.0,51,485.04373313444677,287281.0,6974.0,3.2318059950242746,84000051,USA,3365.712149431101,16.845003743870922
Washington,US,2020-05-29 02:32:58,47.4009,-121.4905,20764,1106,,19658.0,53,272.6761886214291,335801.0,3394.0,5.326526680793681,84000053,USA,4409.792757429422,16.345598150645348
West Virginia,US,2020-05-29 02:32:58,38.4912,-80.9545,1935,74,1211.0,650.0,54,107.97105371378576,90315.0,,3.8242894056847545,84000054,USA,5039.486158222512,
Wisconsin,US,2020-05-29 02:32:58,44.2685,-89.6165,16974,550,10384.0,6040.0,55,291.5275639019696,237693.0,2452.0,3.2402497938022865,84000055,USA,4082.364866651988,14.445622717096734
Wyoming,US,2020-05-29 02:32:58,42.756,-107.3025,876,15,624.0,237.0,56,151.35833740814397,23160.0,82.0,1.7123287671232876,84000056,USA,4001.6656328454505,9.360730593607306
Alabama,US,2020-05-30 02:32:55,32.3182,-86.9023,17031,610,9355.0,7066.0,1,347.3456538963959,208883.0,1800.0,3.5817039516176385,84000001,USA,4260.14927032123,10.568962480183195
Alaska,US,2020-05-30 02:32:55,61.3707,-152.4044,429,10,367.0,52.0,2,58.64300897415743,49439.0,,2.331002331002331,84000002,USA,6758.162519052144,
American Samoa,US,2020-05-30 02:32:55,-14.271,-170.132,0,0,,0.0,60,0.0,174.0,,,16,ASM,312.7190381193724,
Arizona,US,2020-05-30 02:32:55,33.7298,-111.4312,18472,886,4551.0,13035.0,4,253.78098914959872,209813.0,2911.0,4.796448679081854,84000004,USA,2882.554713969509,15.758986574274578
Arkansas,US,2020-05-30 02:32:55,34.9697,-92.3731,6777,132,4583.0,2062.0,5,224.567268119467,119768.0,667.0,1.9477644975652944,84000005,USA,3968.7136739165294,9.842113029364024
California,US,2020-05-30 02:32:55,36.1162,-119.6816,106622,4077,,102545.0,6,269.84561207806513,1835478.0,,3.8237887115229503,84000006,USA,4645.342278008504,
Colorado,US,2020-05-30 02:32:55,39.0598,-105.3111,25598,1436,3838.0,20324.0,8,444.50726687245265,168959.0,4254.0,5.609813266661458,84000008,USA,2933.959813403497,16.618485819204626
Connecticut,US,2020-05-30 02:32:55,41.5978,-72.7554,41762,3868,7127.0,30767.0,9,1171.3503008313216,241393.0,12538.0,9.262008524495954,84000009,USA,6770.647075536976,30.02250850055074
Delaware,US,2020-05-30 02:32:55,39.3185,-75.5071,9236,356,5103.0,3777.0,10,948.4844377076993,57533.0,,3.8544824599393683,84000010,USA,5908.310432507261,
Diamond Princess,US,2020-05-30 02:32:55,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-30 02:32:55,38.8974,-77.0268,8538,460,1089.0,6989.0,11,1209.7785473305667,43858.0,,5.387678613258374,84000011,USA,6214.390668637149,
Florida,US,2020-05-30 02:32:55,27.7663,-81.6868,54497,2413,,52084.0,12,253.7371604839001,983239.0,10243.0,4.427766666055012,84000012,USA,4577.9450600405435,18.79553002917592
Georgia,US,2020-05-30 02:32:55,33.0406,-83.6431,45881,1987,,43894.0,13,432.1293406130659,450271.0,7852.0,4.33076872779582,84000013,USA,4240.868994293624,17.11383797214533
Grand Princess,US,2020-05-30 02:32:55,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-30 02:32:55,13.4443,144.7937,172,5,144.0,23.0,66,104.7318074152555,6095.0,,2.9069767441860463,316,GUM,3711.281198813852,
Hawaii,US,2020-05-30 02:32:55,21.0943,-157.4983,649,17,604.0,28.0,15,45.837476834064105,52824.0,83.0,2.6194144838212634,84000015,USA,3730.845726167337,12.788906009244993
Idaho,US,2020-05-30 02:32:55,44.2405,-114.4788,2770,82,2195.0,493.0,16,155.00275591542558,44761.0,238.0,2.96028880866426,84000016,USA,2504.721428711323,8.592057761732853
Illinois,US,2020-05-30 02:32:55,40.3495,-88.9861,117455,5270,,112185.0,17,926.8991410153284,851762.0,,4.486824741390318,84000017,USA,6721.701640198358,
Indiana,US,2020-05-30 02:32:55,39.8494,-86.2583,33558,2110,,31448.0,18,498.46863270490763,248713.0,5285.0,6.287621431551343,84000018,USA,3694.368825494239,15.748852732582396
Iowa,US,2020-05-30 02:32:55,42.0115,-93.2105,18957,524,10753.0,7680.0,19,600.8424535747226,147320.0,,2.764150445745635,84000019,USA,4669.310031156203,
Kansas,US,2020-05-30 02:32:55,38.5266,-96.7265,9662,215,547.0,8900.0,20,331.6497981336718,94949.0,842.0,2.2252121713930864,84000020,USA,3259.140621299317,8.714551852618506
Kentucky,US,2020-05-30 02:32:55,37.6681,-84.6701,9464,418,3181.0,5865.0,21,211.83287138517082,221274.0,2180.0,4.416737109044801,84000021,USA,4952.7796685209505,23.034657650042266
Louisiana,US,2020-05-30 02:32:55,31.1695,-91.8678,38802,2767,28700.0,7335.0,22,834.6680881105939,355027.0,,7.1310757177465085,84000022,USA,7636.96993241688,
Maine,US,2020-05-30 02:32:55,44.6939,-69.3819,2226,85,1458.0,683.0,23,165.5988787482927,45706.0,270.0,3.818508535489668,84000023,USA,3400.207705332194,12.129380053908354
Maryland,US,2020-05-30 02:32:55,39.0639,-76.8021,50988,2466,3571.0,44951.0,24,843.3790739834062,284518.0,8479.0,4.836432101670981,84000024,USA,4706.137274880576,16.629402996783558
Massachusetts,US,2020-05-30 02:32:55,42.2302,-71.5301,95512,6718,,88794.0,25,1385.7375179960022,571745.0,9725.0,7.033671161738839,84000025,USA,8295.172305329428,10.181966663874695
Michigan,US,2020-05-30 02:32:55,43.3266,-84.5361,56621,5406,33168.0,18047.0,26,566.9551491525311,521607.0,,9.547694318362446,84000026,USA,5222.934502817053,
Minnesota,US,2020-05-30 02:32:55,45.6945,-93.9002,23531,1006,16930.0,5595.0,27,417.2435364576979,233873.0,2936.0,4.2752114232289316,84000027,USA,4146.954978622719,12.47715779184905
Mississippi,US,2020-05-30 02:32:55,32.7416,-89.6787,14793,710,9401.0,4682.0,28,497.0517269128663,166308.0,2208.0,4.799567362941931,84000028,USA,5588.026674739739,14.925978503346178
Missouri,US,2020-05-30 02:32:55,38.4561,-92.2884,13084,730,,12354.0,29,213.18376362215574,177850.0,,5.5793335371446044,84000029,USA,2897.7936686181897,
Montana,US,2020-05-30 02:32:55,46.9219,-110.4544,493,17,448.0,28.0,30,46.12744648561254,38529.0,67.0,3.4482758620689653,84000030,USA,3604.9581858908014,13.590263691683571
Nebraska,US,2020-05-30 02:32:55,41.1254,-98.2681,13648,164,,13484.0,31,705.5388521966411,94803.0,,1.201641266119578,84000031,USA,4900.87923540432,
Nevada,US,2020-05-30 02:32:55,38.3135,-117.0554,8376,406,428.0,7542.0,32,271.93427865341886,134416.0,,4.847182425978987,84000032,USA,4363.934813691255,
New Hampshire,US,2020-05-30 02:32:55,43.4525,-71.5639,4492,238,2730.0,1524.0,33,330.3643200650726,66862.0,438.0,5.2983081032947466,84000033,USA,4917.368470211684,9.750667853962598
New Jersey,US,2020-05-30 02:32:55,40.2989,-74.521,158844,11531,26084.0,121229.0,34,1788.3427397972796,716411.0,16960.0,7.259323613104682,84000034,USA,8065.702264869362,10.677142353504069
New Mexico,US,2020-05-30 02:32:55,34.8405,-106.2485,7493,344,2684.0,4465.0,35,357.34912098220695,183544.0,1317.0,4.590951554784466,84000035,USA,8753.408122455385,17.576404644334712
New York,US,2020-05-30 02:32:55,42.1657,-74.9481,368284,29646,65289.0,273349.0,36,1893.144396545188,1944130.0,89194.0,8.049765941501667,84000036,USA,9993.697297888033,24.21880939709572
North Carolina,US,2020-05-30 02:32:55,35.6301,-79.8064,26885,919,14954.0,11012.0,37,256.3385266555836,391231.0,,3.418262971917426,84000037,USA,3730.2428165144374,
North Dakota,US,2020-05-30 02:32:55,47.5289,-99.784,2520,59,1882.0,579.0,38,330.68175555269784,69453.0,164.0,2.3412698412698414,84000038,USA,9113.825384286318,6.507936507936507
Northern Mariana Islands,US,2020-05-30 02:32:55,15.0979,145.6739,22,2,13.0,7.0,69,39.895546206296245,5684.0,,9.090909090909092,580,MNP,10307.558392572177,
Ohio,US,2020-05-30 02:32:55,40.3888,-82.7649,34566,2131,,32435.0,39,295.71138924297003,369890.0,5947.0,6.1650176473991785,84000039,USA,3164.401023175437,17.204767690794426
Oklahoma,US,2020-05-30 02:32:55,35.5653,-96.9289,6338,329,5340.0,669.0,40,160.17302123265497,187398.0,982.0,5.19091195960871,84000040,USA,4735.895208734156,15.493846639318395
Oregon,US,2020-05-30 02:32:55,44.572,-122.0709,4131,151,1981.0,1999.0,41,97.94351805245323,122681.0,771.0,3.655289276204309,84000041,USA,2908.6925050092027,18.6637618010167
Pennsylvania,US,2020-05-30 02:32:55,40.5908,-77.2098,74984,5464,46370.0,23150.0,42,585.7214843724673,438309.0,,7.286887869412141,84000042,USA,3423.7570427532783,
Puerto Rico,US,2020-05-30 02:32:55,18.2208,-66.5901,3647,132,,3515.0,72,124.3263807830346,3647.0,,3.619413216342199,630,PRI,124.3263807830346,
Rhode Island,US,2020-05-30 02:32:55,41.6809,-71.5118,14635,693,1206.0,12736.0,44,1381.4931831547506,146355.0,1660.0,4.735223778612914,84000044,USA,13815.403814186098,11.34267167748548
South Carolina,US,2020-05-30 02:32:55,33.8569,-80.945,11131,483,6459.0,4189.0,45,216.1899068388728,188257.0,1634.0,4.339232773335729,84000045,USA,3656.388760377834,14.679723295301411
South Dakota,US,2020-05-30 02:32:55,44.2998,-99.4388,4866,59,3744.0,1063.0,46,550.0424457333278,40682.0,418.0,1.2124948623099054,84000046,USA,4598.608051237821,8.590217838060008
Tennessee,US,2020-05-30 02:32:55,35.7478,-86.6923,22063,361,14965.0,6737.0,47,323.0698178139845,421967.0,1710.0,1.6362235416761093,84000047,USA,6178.887812786728,7.7505325658342015
Texas,US,2020-05-30 02:32:55,31.0545,-97.5635,60901,1619,40068.0,19214.0,48,210.0332802441837,893275.0,,2.658412833943613,84000048,USA,3080.6961857789393,
Utah,US,2020-05-30 02:32:55,40.15,-111.8624,9264,107,5813.0,3344.0,49,288.9619888969225,205855.0,753.0,1.1550086355785838,84000049,USA,6421.013625256474,8.128238341968911
Vermont,US,2020-05-30 02:32:55,44.0459,-72.7107,975,55,859.0,61.0,50,156.2527544556074,31885.0,,5.641025641025642,84000050,USA,5109.865718786709,
Virgin Islands,US,2020-05-30 02:32:55,18.3358,-64.8963,69,6,61.0,2.0,78,64.32486855352947,1702.0,,8.695652173913043,850,VIR,1586.6800909870606,
Virginia,US,2020-05-30 02:32:55,37.7693,-78.17,42533,1358,5648.0,35527.0,51,498.30596124266134,298377.0,7172.0,3.192814990713093,84000051,USA,3495.710102689713,16.862201114428796
Washington,US,2020-05-30 02:32:55,47.4009,-121.4905,21071,1111,,19960.0,53,276.70776201320234,343091.0,3413.0,5.272649613212471,84000053,USA,4505.526210282927,16.197617578662616
West Virginia,US,2020-05-30 02:32:55,38.4912,-80.9545,1951,74,1241.0,636.0,54,108.86383762046307,93377.0,,3.7929267042542287,84000054,USA,5210.342678362879,
Wisconsin,US,2020-05-30 02:32:55,44.2685,-89.6165,17707,568,10880.0,6259.0,55,304.11680063698446,251295.0,2499.0,3.2077709380471005,84000055,USA,4315.978506583328,14.113062630598069
Wyoming,US,2020-05-30 02:32:55,42.756,-107.3025,891,15,634.0,242.0,56,153.95008976102315,23269.0,84.0,1.6835016835016836,84000056,USA,4020.499033276372,9.427609427609427
Alabama,US,2020-05-31 02:32:52,32.3182,-86.9023,17359,618,9355.0,7386.0,1,354.03518325333437,212201.0,1826.0,3.5601129097298236,84000001,USA,4327.8195703405045,10.519039115156405
Alaska,US,2020-05-31 02:32:52,61.3707,-152.4044,433,10,368.0,55.0,2,59.18979693662043,51695.0,,2.3094688221709005,84000002,USA,7066.550929881279,
American Samoa,US,2020-05-31 02:32:52,-14.271,-170.132,0,0,,0.0,60,0.0,174.0,,,16,ASM,312.7190381193724,
Arizona,US,2020-05-31 02:32:52,33.7298,-111.4312,19258,904,4657.0,13697.0,4,264.579595552348,217047.0,2980.0,4.694153079239796,84000004,USA,2981.940361192776,15.474088690414375
Arkansas,US,2020-05-31 02:32:52,34.9697,-92.3731,7013,133,5166.0,1714.0,5,232.38752417320674,126497.0,702.0,1.8964779694852416,84000005,USA,4191.690381482694,10.009981462997288
California,US,2020-05-31 02:32:52,36.1162,-119.6816,109895,4144,,105751.0,6,278.12912475210516,1888595.0,,3.7708721961872698,84000006,USA,4779.774096739634,
Colorado,US,2020-05-31 02:32:52,39.0598,-105.3111,26084,1443,3859.0,20782.0,8,452.94661884135684,175741.0,4307.0,5.532126974390431,84000008,USA,3051.728712689729,16.512038030976846
Connecticut,US,2020-05-31 02:32:52,41.5978,-72.7554,42022,3912,7127.0,30983.0,9,1178.6428413757433,246935.0,12538.0,9.309409357003474,84000009,USA,6926.0903820646145,29.836752177430874
Delaware,US,2020-05-31 02:32:52,39.3185,-75.5071,9422,361,5205.0,3856.0,10,967.5855751496256,59329.0,,3.831458289110592,84000010,USA,6092.749372537905,
Diamond Princess,US,2020-05-31 02:32:52,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-31 02:32:52,38.8974,-77.0268,8717,462,1100.0,7155.0,11,1235.1416721809028,45629.0,,5.299988528163358,84000011,USA,6465.32974187707,
Florida,US,2020-05-31 02:32:52,27.7663,-81.6868,55424,2447,,52977.0,12,258.05325765931485,994968.0,10375.0,4.415054849884528,84000012,USA,4632.555096470359,18.719327367205548
Georgia,US,2020-05-31 02:32:52,33.0406,-83.6431,46331,2004,,44327.0,13,436.3676571989268,454838.0,7921.0,4.325397681897649,84000013,USA,4283.883198399461,17.09654443029505
Grand Princess,US,2020-05-31 02:32:52,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-31 02:32:52,13.4443,144.7937,172,5,144.0,23.0,66,104.7318074152555,6102.0,,2.9069767441860463,316,GUM,3715.5435398133095,
Hawaii,US,2020-05-31 02:32:52,21.0943,-157.4983,651,17,605.0,29.0,15,45.97873254079465,54014.0,83.0,2.6113671274961603,84000015,USA,3814.892871672016,12.749615975422428
Idaho,US,2020-05-31 02:32:52,44.2405,-114.4788,2803,82,2225.0,496.0,16,156.84935914474292,45424.0,240.0,2.9254370317516947,84000016,USA,2541.8213663185165,8.56225472707813
Illinois,US,2020-05-31 02:32:52,40.3495,-88.9861,118917,5330,,113587.0,17,938.4365514632823,877105.0,,4.482117779627806,84000017,USA,6921.6965738389135,
